1,1,1.33968459E8,true
1,2,1.33976016E8,true
1,3,1.31087103E8,true
1,4,1.31813412E8,true
1,5,1.33890146E8,true
1,6,1.34967202E8,true
1,7,1.31095125E8,true
1,8,1.29243355E8,true
1,9,1.31588081E8,true
1,10,1.32567242E8,true
1,11,1.34083853E8,true
1,12,1.30660198E8,true
1,13,1.30705711E8,true
1,14,1.36258421E8,true
1,15,1.33222692E8,true
1,16,1.33791031E8,true
1,17,1.34850311E8,true
1,18,1.33894221E8,true
1,19,1.31028689E8,true
2,1,5.4183519E7,true
2,2,5.3714501E7,true
2,3,5.6047733E7,true
2,4,5.2294911E7,true
2,5,5.6240819E7,true
2,6,5.3963481E7,true
2,7,5.3989396E7,true
2,8,5.3444167E7,true
2,9,5.3418827E7,true
2,10,5.3935549E7,true
2,11,5.3012079E7,true
2,12,5.3565666E7,true
2,13,5.3310683E7,true
2,14,5.3701921E7,true
2,15,5.5068871E7,true
2,16,5.3121161E7,true
2,17,5.3421203E7,true
2,18,5.4886031E7,true
2,19,5.5218827E7,true
3,1,2.880708E7,true
3,2,2.8331838E7,true
3,3,2.7428628E7,true
3,4,2.7582195E7,true
3,5,2.7915236E7,true
3,6,2.7570973E7,true
3,7,2.7402266E7,true
3,8,2.8341758E7,true
3,9,2.7636796E7,true
3,10,2.7625631E7,true
3,11,2.6945291E7,true
3,12,2.7382463E7,true
3,13,2.8196896E7,true
3,14,2.7652695E7,true
3,15,2.6812364E7,true
3,16,2.8377276E7,true
3,17,2.7261258E7,true
3,18,2.8041624E7,true
3,19,2.6973092E7,true
4,1,2.6281521E7,true
4,2,1.4531291E7,true
4,3,1.4363905E7,true
4,4,1.532795E7,true
4,5,1.510769E7,true
4,6,1.4975066E7,true
4,7,1.4718912E7,true
4,8,1.5803016E7,true
4,9,1.4383905E7,true
4,10,1.4516192E7,true
4,11,1.4902551E7,true
4,12,1.5245625E7,true
4,13,1.4235084E7,true
4,14,1.5382117E7,true
4,15,1.5218464E7,true
4,16,1.5022517E7,true
4,17,1.5648119E7,true
4,18,1.4575605E7,true
4,19,1.5305267E7,true
5,1,2.753491E7,true
5,2,7819312.0,true
5,3,7846425.0,true
5,4,8178852.0,true
5,5,7765150.0,true
5,6,7661869.0,true
5,7,8294437.0,true
5,8,7957139.0,true
5,9,8539966.0,true
5,10,7909992.0,true
5,11,7586656.0,true
5,12,7381046.0,true
5,13,7869867.0,true
5,14,8399244.0,true
5,15,8648857.0,true
5,16,8208763.0,true
5,17,8458636.0,true
5,18,7842634.0,true
5,19,8030174.0,true
6,1,3.0547319E7,true
6,2,3604371.0,true
6,3,4153009.0,true
6,4,3576298.0,true
6,5,3750233.0,true
6,6,3877742.0,true
6,7,3483348.0,true
6,8,4011349.0,true
6,9,3563347.0,true
6,10,3770471.0,true
6,11,3756321.0,true
6,12,3440089.0,true
6,13,3658404.0,true
6,14,3814287.0,true
6,15,3556285.0,true
6,16,3790757.0,true
6,17,3437213.0,true
6,18,3639994.0,true
6,19,3450153.0,true
7,1,2.8633899E7,true
7,2,3864086.0,true
7,3,1908829.87,false
7,4,1884206.34,false
7,5,1882711.25,false
7,6,1883738.07,false
7,7,1891585.15,false
7,8,1878999.69,false
7,9,1884155.74,false
7,10,1904845.55,false
7,11,1892606.49,false
7,12,1912726.8,false
7,13,1895835.35,false
7,14,1903448.48,false
7,15,1894995.82,false
7,16,1894996.96,false
7,17,1908418.91,false
7,18,1910071.66,false
7,19,1903259.64,false
8,1,2.7769281E7,true
8,2,3583629.0,true
8,3,825463.61,false
8,4,782344.68,false
8,5,776374.99,false
8,6,762888.61,false
8,7,750506.26,false
8,8,760255.32,false
8,9,766863.77,false
8,10,760531.7,false
8,11,769913.77,false
8,12,766758.18,false
